"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030522","BP","GO:0030522","intracellular receptor signaling pathway","2/8","265/18723",0.00528239796906334,0.0217688629680508,0.00782708649790813,"HSPA1A/HSPA1B",2
"GO:0048872","BP","GO:0048872","homeostasis of number of cells","2/8","272/18723",0.0055573487477372,0.0227569913910504,0.00818237224017269,"HSPA1A/HSPA1B",2
"GO:0046034","BP","GO:0046034","ATP metabolic process","2/8","277/18723",0.00575774807196262,0.0234293270601246,0.00842411336579767,"HSPA1A/HSPA1B",2
"GO:0045472","BP","GO:0045472","response to ether","1/8","14/18723",0.00596742805901684,0.0238328762603944,0.00856921118286369,"ZC3H12A",1
"GO:0050930","BP","GO:0050930","induction of positive chemotaxis","1/8","14/18723",0.00596742805901684,0.0238328762603944,0.00856921118286369,"CXCL8",1
"GO:0060354","BP","GO:0060354","negative regulation of cell adhesion molecule production","1/8","14/18723",0.00596742805901684,0.0238328762603944,0.00856921118286369,"CXCL8",1
"GO:0044793","BP","GO:0044793","negative regulation by host of viral process","1/8","15/18723",0.00639247806572651,0.0252191055397869,0.00906763576717304,"ZC3H12A",1
"GO:1903799","BP","GO:1903799","negative regulation of production of miRNAs involved in gene silencing by miRNA","1/8","15/18723",0.00639247806572651,0.0252191055397869,0.00906763576717304,"ZC3H12A",1
"GO:0051258","BP","GO:0051258","protein polymerization","2/8","297/18723",0.00659248394410984,0.0258505279505398,0.00929466635820271,"HSPA1A/HSPA1B",2
"GO:0031647","BP","GO:0031647","regulation of protein stability","2/8","298/18723",0.00663560425926255,0.0258628672032703,0.00929910298856705,"HSPA1A/HSPA1B",2
"GO:0035970","BP","GO:0035970","peptidyl-threonine dephosphorylation","1/8","16/18723",0.00681736903084695,0.0259298321566433,0.00932318052000026,"DUSP1",1
"GO:0090231","BP","GO:0090231","regulation of spindle checkpoint","1/8","16/18723",0.00681736903084695,0.0259298321566433,0.00932318052000026,"DUSP1",1
"GO:0090266","BP","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","1/8","16/18723",0.00681736903084695,0.0259298321566433,0.00932318052000026,"DUSP1",1
"GO:1903504","BP","GO:1903504","regulation of mitotic spindle checkpoint","1/8","16/18723",0.00681736903084695,0.0259298321566433,0.00932318052000026,"DUSP1",1
"GO:0007162","BP","GO:0007162","negative regulation of cell adhesion","2/8","303/18723",0.00685317047725811,0.0259298321566433,0.00932318052000026,"ZC3H12A/DUSP1",2
"GO:0060326","BP","GO:0060326","cell chemotaxis","2/8","310/18723",0.00716324769331066,0.0269454724277442,0.00968835826329042,"DUSP1/CXCL8",2
"GO:0061158","BP","GO:0061158","3'-UTR-mediated mRNA destabilization","1/8","17/18723",0.00724210100538858,0.0270846205230428,0.00973838954786052,"ZC3H12A",1
"GO:0045623","BP","GO:0045623","negative regulation of T-helper cell differentiation","1/8","18/18723",0.00766667404034838,0.0281837392278716,0.0101335823140968,"ZC3H12A",1
"GO:0051447","BP","GO:0051447","negative regulation of meiotic cell cycle","1/8","18/18723",0.00766667404034838,0.0281837392278716,0.0101335823140968,"DUSP1",1
"GO:1902074","BP","GO:1902074","response to salt","1/8","18/18723",0.00766667404034838,0.0281837392278716,0.0101335823140968,"ZC3H12A",1
"GO:0050863","BP","GO:0050863","regulation of T cell activation","2/8","329/18723",0.00803690954934482,0.0284507285695696,0.0102295794580247,"ZC3H12A/HSPH1",2
"GO:0043031","BP","GO:0043031","negative regulation of macrophage activation","1/8","19/18723",0.00809108818670912,0.0284507285695696,0.0102295794580247,"ZC3H12A",1
"GO:0044827","BP","GO:0044827","modulation by host of viral genome replication","1/8","19/18723",0.00809108818670912,0.0284507285695696,0.0102295794580247,"ZC3H12A",1
"GO:0045019","BP","GO:0045019","negative regulation of nitric oxide biosynthetic process","1/8","19/18723",0.00809108818670912,0.0284507285695696,0.0102295794580247,"ZC3H12A",1
"GO:0045091","BP","GO:0045091","regulation of single stranded viral RNA replication via double stranded DNA intermediate","1/8","19/18723",0.00809108818670912,0.0284507285695696,0.0102295794580247,"CXCL8",1
"GO:0070262","BP","GO:0070262","peptidyl-serine dephosphorylation","1/8","19/18723",0.00809108818670912,0.0284507285695696,0.0102295794580247,"DUSP1",1
"GO:1904406","BP","GO:1904406","negative regulation of nitric oxide metabolic process","1/8","19/18723",0.00809108818670912,0.0284507285695696,0.0102295794580247,"ZC3H12A",1
"GO:2000319","BP","GO:2000319","regulation of T-helper 17 cell differentiation","1/8","19/18723",0.00809108818670912,0.0284507285695696,0.0102295794580247,"ZC3H12A",1
"GO:1903037","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","2/8","336/18723",0.00837049315115053,0.0292741030745643,0.0105256272341637,"ZC3H12A/HSPH1",2
"GO:0039692","BP","GO:0039692","single stranded viral RNA replication via double stranded DNA intermediate","1/8","20/18723",0.00851534349544025,0.029305464050797,0.010536903205444,"CXCL8",1
"GO:0071243","BP","GO:0071243","cellular response to arsenic-containing substance","1/8","20/18723",0.00851534349544025,0.029305464050797,0.010536903205444,"ZC3H12A",1
"GO:1902236","BP","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","1/8","20/18723",0.00851534349544025,0.029305464050797,0.010536903205444,"HSPA1A",1
"GO:0001933","BP","GO:0001933","negative regulation of protein phosphorylation","2/8","342/18723",0.00866140248391287,0.0294943547741665,0.0106048196617437,"ZC3H12A/DUSP1",2
"GO:0045765","BP","GO:0045765","regulation of angiogenesis","2/8","342/18723",0.00866140248391287,0.0294943547741665,0.0106048196617437,"ZC3H12A/CXCL8",2
"GO:0032496","BP","GO:0032496","response to lipopolysaccharide","2/8","343/18723",0.00871033288552144,0.0295056826017402,0.0106088926299269,"ZC3H12A/CXCL8",2
"GO:0002689","BP","GO:0002689","negative regulation of leukocyte chemotaxis","1/8","21/18723",0.00893944001749758,0.0297184980064799,0.010685411306324,"DUSP1",1
"GO:1901028","BP","GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","1/8","21/18723",0.00893944001749758,0.0297184980064799,0.010685411306324,"HSPA1A",1
"GO:0010639","BP","GO:0010639","negative regulation of organelle organization","2/8","348/18723",0.00895688888912455,0.0297184980064799,0.010685411306324,"DUSP1/HSPA1A",2
"GO:1901342","BP","GO:1901342","regulation of vasculature development","2/8","348/18723",0.00895688888912455,0.0297184980064799,0.010685411306324,"ZC3H12A/CXCL8",2
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","2/8","356/18723",0.00935795744005205,0.0304427408998661,0.0109458158933871,"HSPA1A/HSPA1B",2
"GO:0032069","BP","GO:0032069","regulation of nuclease activity","1/8","22/18723",0.00936337780382279,0.0304427408998661,0.0109458158933871,"HSPA1A",1
"GO:0043371","BP","GO:0043371","negative regulation of CD4-positive, alpha-beta T cell differentiation","1/8","22/18723",0.00936337780382279,0.0304427408998661,0.0109458158933871,"ZC3H12A",1
"GO:0060965","BP","GO:0060965","negative regulation of gene silencing by miRNA","1/8","22/18723",0.00936337780382279,0.0304427408998661,0.0109458158933871,"ZC3H12A",1
"GO:0002237","BP","GO:0002237","response to molecule of bacterial origin","2/8","363/18723",0.00971550357993842,0.0311935493485638,0.011215772237912,"ZC3H12A/CXCL8",2
"GO:0045932","BP","GO:0045932","negative regulation of muscle contraction","1/8","23/18723",0.00978715690534537,0.0311935493485638,0.011215772237912,"ZC3H12A",1
"GO:0051131","BP","GO:0051131","chaperone-mediated protein complex assembly","1/8","23/18723",0.00978715690534537,0.0311935493485638,0.011215772237912,"HSPA1A",1
"GO:0060353","BP","GO:0060353","regulation of cell adhesion molecule production","1/8","23/18723",0.00978715690534537,0.0311935493485638,0.011215772237912,"CXCL8",1
"GO:0140694","BP","GO:0140694","non-membrane-bounded organelle assembly","2/8","367/18723",0.0099225737213499,0.0314589188586555,0.0113111869645536,"HSPA1A/HSPA1B",2
"GO:0050900","BP","GO:0050900","leukocyte migration","2/8","369/18723",0.0100268586951606,0.0314589188586555,0.0113111869645536,"DUSP1/CXCL8",2
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","2/8","371/18723",0.0101316426641166,0.0314589188586555,0.0113111869645536,"ZC3H12A/HSPH1",2
"GO:0060149","BP","GO:0060149","negative regulation of posttranscriptional gene silencing","1/8","24/18723",0.0102107773729794,0.0314589188586555,0.0113111869645536,"ZC3H12A",1
"GO:0060967","BP","GO:0060967","negative regulation of gene silencing by RNA","1/8","24/18723",0.0102107773729794,0.0314589188586555,0.0113111869645536,"ZC3H12A",1
"GO:0071676","BP","GO:0071676","negative regulation of mononuclear cell migration","1/8","24/18723",0.0102107773729794,0.0314589188586555,0.0113111869645536,"DUSP1",1
"GO:0090023","BP","GO:0090023","positive regulation of neutrophil chemotaxis","1/8","24/18723",0.0102107773729794,0.0314589188586555,0.0113111869645536,"CXCL8",1
"GO:0045822","BP","GO:0045822","negative regulation of heart contraction","1/8","25/18723",0.0106342392576265,0.0320882593120997,0.0115374689790516,"ZC3H12A",1
"GO:0050927","BP","GO:0050927","positive regulation of positive chemotaxis","1/8","25/18723",0.0106342392576265,0.0320882593120997,0.0115374689790516,"CXCL8",1
"GO:1903798","BP","GO:1903798","regulation of production of miRNAs involved in gene silencing by miRNA","1/8","25/18723",0.0106342392576265,0.0320882593120997,0.0115374689790516,"ZC3H12A",1
"GO:2000316","BP","GO:2000316","regulation of T-helper 17 type immune response","1/8","25/18723",0.0106342392576265,0.0320882593120997,0.0115374689790516,"ZC3H12A",1
"GO:0030099","BP","GO:0030099","myeloid cell differentiation","2/8","381/18723",0.010663022800775,0.0320882593120997,0.0115374689790516,"HSPA1A/HSPA1B",2
"GO:1902903","BP","GO:1902903","regulation of supramolecular fiber organization","2/8","383/18723",0.010770785967673,0.0322262615710937,0.0115870882733453,"HSPA1A/HSPA1B",2
"GO:0042326","BP","GO:0042326","negative regulation of phosphorylation","2/8","385/18723",0.0108790432109041,0.0322262615710937,0.0115870882733453,"ZC3H12A/DUSP1",2
"GO:0046639","BP","GO:0046639","negative regulation of alpha-beta T cell differentiation","1/8","26/18723",0.0110575426101743,0.0322262615710937,0.0115870882733453,"ZC3H12A",1
"GO:0050926","BP","GO:0050926","regulation of positive chemotaxis","1/8","26/18723",0.0110575426101743,0.0322262615710937,0.0115870882733453,"CXCL8",1
"GO:0060352","BP","GO:0060352","cell adhesion molecule production","1/8","26/18723",0.0110575426101743,0.0322262615710937,0.0115870882733453,"CXCL8",1
"GO:0070920","BP","GO:0070920","regulation of production of small RNA involved in gene silencing by RNA","1/8","26/18723",0.0110575426101743,0.0322262615710937,0.0115870882733453,"ZC3H12A",1
"GO:1903523","BP","GO:1903523","negative regulation of blood circulation","1/8","26/18723",0.0110575426101743,0.0322262615710937,0.0115870882733453,"ZC3H12A",1
"GO:0042176","BP","GO:0042176","regulation of protein catabolic process","2/8","391/18723",0.0112067723981998,0.032514716330203,0.0116908033986413,"HSPA1A/HSPA1B",2
"GO:0010586","BP","GO:0010586","miRNA metabolic process","1/8","27/18723",0.011480687481497,0.0330133546690158,0.0118700909165419,"ZC3H12A",1
"GO:0071624","BP","GO:0071624","positive regulation of granulocyte chemotaxis","1/8","27/18723",0.011480687481497,0.0330133546690158,0.0118700909165419,"CXCL8",1
"GO:0010884","BP","GO:0010884","positive regulation of lipid storage","1/8","28/18723",0.0119036739224551,0.0339280926336054,0.0121989888099354,"ZC3H12A",1
"GO:1902624","BP","GO:1902624","positive regulation of neutrophil migration","1/8","28/18723",0.0119036739224551,0.0339280926336054,0.0121989888099354,"CXCL8",1
"GO:0060969","BP","GO:0060969","negative regulation of gene silencing","1/8","29/18723",0.0123265019838948,0.0345248778509955,0.0124135654519971,"ZC3H12A",1
"GO:0072539","BP","GO:0072539","T-helper 17 cell differentiation","1/8","29/18723",0.0123265019838948,0.0345248778509955,0.0124135654519971,"ZC3H12A",1
"GO:0090025","BP","GO:0090025","regulation of monocyte chemotaxis","1/8","29/18723",0.0123265019838948,0.0345248778509955,0.0124135654519971,"DUSP1",1
"GO:1900117","BP","GO:1900117","regulation of execution phase of apoptosis","1/8","29/18723",0.0123265019838948,0.0345248778509955,0.0124135654519971,"ZC3H12A",1
"GO:0043161","BP","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","2/8","412/18723",0.0123885204929598,0.0345490205126938,0.0124222460478408,"HSPA1A/HSPA1B",2
"GO:0001558","BP","GO:0001558","regulation of cell growth","2/8","414/18723",0.012503863439605,0.034721028521135,0.0124840922527794,"HSPA1A/HSPA1B",2
"GO:0044788","BP","GO:0044788","modulation by host of viral process","1/8","30/18723",0.0127491717166501,0.0352509149601395,0.0126746151569036,"ZC3H12A",1
"GO:0002230","BP","GO:0002230","positive regulation of defense response to virus by host","1/8","31/18723",0.0131716831715404,0.0361105042880789,0.012983684125381,"ZC3H12A",1
"GO:0048566","BP","GO:0048566","embryonic digestive tract development","1/8","31/18723",0.0131716831715404,0.0361105042880789,0.012983684125381,"CXCL8",1
"GO:0043254","BP","GO:0043254","regulation of protein-containing complex assembly","2/8","428/18723",0.0133247574322777,0.0363443865718749,0.0130677774869997,"HSPA1A/HSPA1B",2
"GO:0090022","BP","GO:0090022","regulation of neutrophil chemotaxis","1/8","32/18723",0.0135940363993721,0.0363443865718749,0.0130677774869997,"CXCL8",1
"GO:0097345","BP","GO:0097345","mitochondrial outer membrane permeabilization","1/8","32/18723",0.0135940363993721,0.0363443865718749,0.0130677774869997,"HSPA1A",1
"GO:1900745","BP","GO:1900745","positive regulation of p38MAPK cascade","1/8","32/18723",0.0135940363993721,0.0363443865718749,0.0130677774869997,"ZC3H12A",1
"GO:1902235","BP","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","1/8","32/18723",0.0135940363993721,0.0363443865718749,0.0130677774869997,"HSPA1A",1
"GO:2000515","BP","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","1/8","32/18723",0.0135940363993721,0.0363443865718749,0.0130677774869997,"ZC3H12A",1
"GO:0002683","BP","GO:0002683","negative regulation of immune system process","2/8","434/18723",0.0136837598247489,0.0364337144305043,0.0130998956953412,"ZC3H12A/DUSP1",2
"GO:0046685","BP","GO:0046685","response to arsenic-containing substance","1/8","33/18723",0.0140162314509373,0.0370142928520672,0.0133086451156054,"ZC3H12A",1
"GO:1901976","BP","GO:1901976","regulation of cell cycle checkpoint","1/8","33/18723",0.0140162314509373,0.0370142928520672,0.0133086451156054,"DUSP1",1
"GO:0045936","BP","GO:0045936","negative regulation of phosphate metabolic process","2/8","441/18723",0.0141080137103507,0.037105223051207,0.0133413394522358,"ZC3H12A/DUSP1",2
"GO:0010563","BP","GO:0010563","negative regulation of phosphorus metabolic process","2/8","442/18723",0.0141690960964167,0.0371150007059984,0.0133448550492567,"ZC3H12A/DUSP1",2
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","2/8","448/18723",0.0145380741507109,0.0379279595786693,0.0136371578408621,"ZC3H12A/HSPH1",2
"GO:0039694","BP","GO:0039694","viral RNA genome replication","1/8","35/18723",0.0148601472283707,0.0386125110713086,0.0138832912173744,"CXCL8",1
"GO:0042119","BP","GO:0042119","neutrophil activation","1/8","36/18723",0.0152818680557556,0.0395494745282955,0.0142201803803031,"CXCL8",1
"GO:0033120","BP","GO:0033120","positive regulation of RNA splicing","1/8","37/18723",0.0157034309099087,0.0401260338057121,0.0144274847003374,"HSPA1A",1
"GO:1900016","BP","GO:1900016","negative regulation of cytokine production involved in inflammatory response","1/8","37/18723",0.0157034309099087,0.0401260338057121,0.0144274847003374,"ZC3H12A",1
"GO:0001819","BP","GO:0001819","positive regulation of cytokine production","2/8","467/18723",0.0157344192630326,0.0401260338057121,0.0144274847003374,"HSPA1A/HSPA1B",2
"GO:0007094","BP","GO:0007094","mitotic spindle assembly checkpoint signaling","1/8","38/18723",0.0161248358415536,0.0401260338057121,0.0144274847003374,"DUSP1",1
"GO:0071173","BP","GO:0071173","spindle assembly checkpoint signaling","1/8","38/18723",0.0161248358415536,0.0401260338057121,0.0144274847003374,"DUSP1",1
"GO:0071174","BP","GO:0071174","mitotic spindle checkpoint signaling","1/8","38/18723",0.0161248358415536,0.0401260338057121,0.0144274847003374,"DUSP1",1
"GO:0071398","BP","GO:0071398","cellular response to fatty acid","1/8","38/18723",0.0161248358415536,0.0401260338057121,0.0144274847003374,"ZC3H12A",1
"GO:0072538","BP","GO:0072538","T-helper 17 type immune response","1/8","38/18723",0.0161248358415536,0.0401260338057121,0.0144274847003374,"ZC3H12A",1
"GO:1902110","BP","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","1/8","38/18723",0.0161248358415536,0.0401260338057121,0.0144274847003374,"HSPA1A",1
"GO:2000279","BP","GO:2000279","negative regulation of DNA biosynthetic process","1/8","38/18723",0.0161248358415536,0.0401260338057121,0.0144274847003374,"DUSP1",1
"GO:0031577","BP","GO:0031577","spindle checkpoint signaling","1/8","39/18723",0.0165460829014019,0.0408599833481185,0.0146913793539969,"DUSP1",1
"GO:0045622","BP","GO:0045622","regulation of T-helper cell differentiation","1/8","39/18723",0.0165460829014019,0.0408599833481185,0.0146913793539969,"ZC3H12A",1
"GO:0016049","BP","GO:0016049","cell growth","2/8","482/18723",0.0167085854313705,0.0411043907760332,0.0147792570755769,"HSPA1A/HSPA1B",2
"GO:0045841","BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","1/8","40/18723",0.016967172140151,0.0412697758446529,0.0148387219745681,"DUSP1",1
"GO:1901223","BP","GO:1901223","negative regulation of NIK/NF-kappaB signaling","1/8","40/18723",0.016967172140151,0.0412697758446529,0.0148387219745681,"ZC3H12A",1
"GO:1902686","BP","GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","1/8","40/18723",0.016967172140151,0.0412697758446529,0.0148387219745681,"HSPA1A",1
"GO:0042110","BP","GO:0042110","T cell activation","2/8","487/18723",0.0170390728681692,0.0412894387479605,0.0148457918543875,"ZC3H12A/HSPH1",2
"GO:0010498","BP","GO:0010498","proteasomal protein catabolic process","2/8","490/18723",0.017238741292535,0.0415132953309578,0.0149262804329971,"HSPA1A/HSPA1B",2
"GO:0042307","BP","GO:0042307","positive regulation of protein import into nucleus","1/8","41/18723",0.0173881036084846,0.0415132953309578,0.0149262804329971,"ZC3H12A",1
"GO:0050691","BP","GO:0050691","regulation of defense response to virus by host","1/8","41/18723",0.0173881036084846,0.0415132953309578,0.0149262804329971,"ZC3H12A",1
"GO:1902622","BP","GO:1902622","regulation of neutrophil migration","1/8","41/18723",0.0173881036084846,0.0415132953309578,0.0149262804329971,"CXCL8",1
"GO:0032689","BP","GO:0032689","negative regulation of interferon-gamma production","1/8","42/18723",0.0178088773570735,0.041529867089659,0.0149322388787353,"ZC3H12A",1
"GO:0032691","BP","GO:0032691","negative regulation of interleukin-1 beta production","1/8","42/18723",0.0178088773570735,0.041529867089659,0.0149322388787353,"ZC3H12A",1
"GO:0033574","BP","GO:0033574","response to testosterone","1/8","42/18723",0.0178088773570735,0.041529867089659,0.0149322388787353,"DUSP1",1
"GO:0090503","BP","GO:0090503","RNA phosphodiester bond hydrolysis, exonucleolytic","1/8","42/18723",0.0178088773570735,0.041529867089659,0.0149322388787353,"ZC3H12A",1
"GO:1902100","BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","1/8","42/18723",0.0178088773570735,0.041529867089659,0.0149322388787353,"DUSP1",1
"GO:0033046","BP","GO:0033046","negative regulation of sister chromatid segregation","1/8","43/18723",0.0182294934365737,0.041529867089659,0.0149322388787353,"DUSP1",1
"GO:0033048","BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","1/8","43/18723",0.0182294934365737,0.041529867089659,0.0149322388787353,"DUSP1",1
"GO:0034661","BP","GO:0034661","ncRNA catabolic process","1/8","43/18723",0.0182294934365737,0.041529867089659,0.0149322388787353,"ZC3H12A",1
"GO:0035794","BP","GO:0035794","positive regulation of mitochondrial membrane permeability","1/8","43/18723",0.0182294934365737,0.041529867089659,0.0149322388787353,"HSPA1A",1
"GO:0036230","BP","GO:0036230","granulocyte activation","1/8","43/18723",0.0182294934365737,0.041529867089659,0.0149322388787353,"CXCL8",1
"GO:0046636","BP","GO:0046636","negative regulation of alpha-beta T cell activation","1/8","43/18723",0.0182294934365737,0.041529867089659,0.0149322388787353,"ZC3H12A",1
"GO:1904591","BP","GO:1904591","positive regulation of protein import","1/8","43/18723",0.0182294934365737,0.041529867089659,0.0149322388787353,"ZC3H12A",1
"GO:2000816","BP","GO:2000816","negative regulation of mitotic sister chromatid separation","1/8","43/18723",0.0182294934365737,0.041529867089659,0.0149322388787353,"DUSP1",1
"GO:1903573","BP","GO:1903573","negative regulation of response to endoplasmic reticulum stress","1/8","44/18723",0.0186499518976285,0.0423386627290023,0.0152230447622379,"HSPA1A",1
"GO:0051985","BP","GO:0051985","negative regulation of chromosome segregation","1/8","45/18723",0.0190702527908682,0.0428418526239295,0.0154039688113372,"DUSP1",1
"GO:1902108","BP","GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process","1/8","45/18723",0.0190702527908682,0.0428418526239295,0.0154039688113372,"HSPA1A",1
"GO:1905819","BP","GO:1905819","negative regulation of chromosome separation","1/8","45/18723",0.0190702527908682,0.0428418526239295,0.0154039688113372,"DUSP1",1
"GO:0033047","BP","GO:0033047","regulation of mitotic sister chromatid segregation","1/8","46/18723",0.0194903961669081,0.0436342087196869,0.015688863787604,"DUSP1",1
"GO:0043618","BP","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","1/8","47/18723",0.0199103820763509,0.0442681003553231,0.0159167821988553,"HSPA1A",1
"GO:0045581","BP","GO:0045581","negative regulation of T cell differentiation","1/8","47/18723",0.0199103820763509,0.0442681003553231,0.0159167821988553,"ZC3H12A",1
"GO:0002686","BP","GO:0002686","negative regulation of leukocyte migration","1/8","48/18723",0.0203302105697859,0.0445886313174626,0.0160320304582433,"DUSP1",1
"GO:0042149","BP","GO:0042149","cellular response to glucose starvation","1/8","48/18723",0.0203302105697859,0.0445886313174626,0.0160320304582433,"ZC3H12A",1
"GO:0045839","BP","GO:0045839","negative regulation of mitotic nuclear division","1/8","48/18723",0.0203302105697859,0.0445886313174626,0.0160320304582433,"DUSP1",1
"GO:1905710","BP","GO:1905710","positive regulation of membrane permeability","1/8","48/18723",0.0203302105697859,0.0445886313174626,0.0160320304582433,"HSPA1A",1
"GO:0010823","BP","GO:0010823","negative regulation of mitochondrion organization","1/8","49/18723",0.020749881697788,0.0447505781948962,0.0160902591410918,"HSPA1A",1
"GO:0032692","BP","GO:0032692","negative regulation of interleukin-1 production","1/8","49/18723",0.020749881697788,0.0447505781948962,0.0160902591410918,"ZC3H12A",1
"GO:0051445","BP","GO:0051445","regulation of meiotic cell cycle","1/8","49/18723",0.020749881697788,0.0447505781948962,0.0160902591410918,"DUSP1",1
"GO:0052372","BP","GO:0052372","modulation by symbiont of entry into host","1/8","49/18723",0.020749881697788,0.0447505781948962,0.0160902591410918,"CXCL8",1
"GO:0060964","BP","GO:0060964","regulation of gene silencing by miRNA","1/8","49/18723",0.020749881697788,0.0447505781948962,0.0160902591410918,"ZC3H12A",1
"GO:0010656","BP","GO:0010656","negative regulation of muscle cell apoptotic process","1/8","51/18723",0.0215887520597285,0.0456468058256352,0.0164125015658755,"ZC3H12A",1
"GO:0032873","BP","GO:0032873","negative regulation of stress-activated MAPK cascade","1/8","51/18723",0.0215887520597285,0.0456468058256352,0.0164125015658755,"DUSP1",1
"GO:0043124","BP","GO:0043124","negative regulation of I-kappaB kinase/NF-kappaB signaling","1/8","51/18723",0.0215887520597285,0.0456468058256352,0.0164125015658755,"ZC3H12A",1
"GO:0043370","BP","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","1/8","51/18723",0.0215887520597285,0.0456468058256352,0.0164125015658755,"ZC3H12A",1
"GO:0070303","BP","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","1/8","51/18723",0.0215887520597285,0.0456468058256352,0.0164125015658755,"DUSP1",1
"GO:0071622","BP","GO:0071622","regulation of granulocyte chemotaxis","1/8","51/18723",0.0215887520597285,0.0456468058256352,0.0164125015658755,"CXCL8",1
"GO:0035196","BP","GO:0035196","production of miRNAs involved in gene silencing by miRNA","1/8","52/18723",0.0220079513947504,0.046230988806505,0.016622547020642,"ZC3H12A",1
"GO:0060147","BP","GO:0060147","regulation of posttranscriptional gene silencing","1/8","52/18723",0.0220079513947504,0.046230988806505,0.016622547020642,"ZC3H12A",1
"GO:0043620","BP","GO:0043620","regulation of DNA-templated transcription in response to stress","1/8","53/18723",0.0224269935665053,0.0466568001206719,0.0167756492746579,"HSPA1A",1
"GO:0045744","BP","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","1/8","53/18723",0.0224269935665053,0.0466568001206719,0.0167756492746579,"CXCL8",1
"GO:0060966","BP","GO:0060966","regulation of gene silencing by RNA","1/8","53/18723",0.0224269935665053,0.0466568001206719,0.0167756492746579,"ZC3H12A",1
"GO:0001706","BP","GO:0001706","endoderm formation","1/8","54/18723",0.0228458786255021,0.0469247094307933,0.0168719771971127,"DUSP1",1
"GO:0002823","BP","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","1/8","54/18723",0.0228458786255021,0.0469247094307933,0.0168719771971127,"ZC3H12A",1
"GO:0031050","BP","GO:0031050","dsRNA processing","1/8","54/18723",0.0228458786255021,0.0469247094307933,0.0168719771971127,"ZC3H12A",1
"GO:0070918","BP","GO:0070918","production of small RNA involved in gene silencing by RNA","1/8","54/18723",0.0228458786255021,0.0469247094307933,0.0168719771971127,"ZC3H12A",1
"GO:0045620","BP","GO:0045620","negative regulation of lymphocyte differentiation","1/8","55/18723",0.0232646066222345,0.0476335458372966,0.0171268423168349,"ZC3H12A",1
"GO:0051784","BP","GO:0051784","negative regulation of nuclear division","1/8","56/18723",0.0236831776071834,0.0483375896272797,0.0173799842310727,"DUSP1",1
"GO:0010883","BP","GO:0010883","regulation of lipid storage","1/8","57/18723",0.0241015916308155,0.049036886116785,0.0176314192334003,"ZC3H12A",1
"GO:1904813","CC","GO:1904813","ficolin-1-rich granule lumen","3/8","124/19550",1.36270427938816e-05,0.000163027107592719,6.24027206096531e-05,"HSPA6/HSPA1A/HSPA1B",3
"GO:0005814","CC","GO:0005814","centriole","3/8","145/19550",2.17783632612006e-05,0.000163027107592719,6.24027206096531e-05,"HSPA6/HSPA1A/HSPA1B",3
"GO:0072562","CC","GO:0072562","blood microparticle","3/8","146/19550",2.22309692171889e-05,0.000163027107592719,6.24027206096531e-05,"HSPA6/HSPA1A/HSPA1B",3
"GO:0101002","CC","GO:0101002","ficolin-1-rich granule","3/8","185/19550",4.50869828392639e-05,0.000247978405615951,9.49199638721345e-05,"HSPA6/HSPA1A/HSPA1B",3
"GO:0016235","CC","GO:0016235","aggresome","2/8","35/19550",8.65964652158405e-05,0.000381024446949698,0.000145846678258258,"HSPA1A/HSPA1B",2
"GO:0016234","CC","GO:0016234","inclusion body","2/8","76/19550",0.000411321747522078,0.00150817974091429,0.000577293680732742,"HSPA1A/HSPA1B",2
"GO:0016607","CC","GO:0016607","nuclear speck","3/8","412/19550",0.000480907243344271,0.00151142276479628,0.000578535029587094,"HSPA1A/HSPA1B/BRD2",3
"GO:0071682","CC","GO:0071682","endocytic vesicle lumen","1/8","23/19550",0.0093747730029784,0.0242090857656525,0.0092666356997713,"HSPH1",1
"GO:0030867","CC","GO:0030867","rough endoplasmic reticulum membrane","1/8","25/19550",0.0101863243189827,0.0242090857656525,0.0092666356997713,"ZC3H12A",1
